Season,Date,HomeTeam,AwayTeam,FTR,actual,predicted,predicted_confidence,home_win_probability,draw_probability,away_win_probability,individual_log_loss,home_days_rest,away_days_rest,home_team_points_last_5,away_team_points_last_5,home_xg_diff,away_xg_diff,home_favorite,top_six_home_favorite,promoted_team_involved,suspicious_rest_gap,wrong
2425,2024-09-21,Leicester,Everton,D,draw,home_win,0.57890254,0.57890254,0.23653814,0.18455936,1.4416459,7.0,7.0,5,0,-0.6102812,-1.7204107999999998,True,False,True,False,True
2425,2024-09-22,Man City,Arsenal,D,draw,home_win,0.6087585,0.6087585,0.24706018,0.14418127,1.3981234,8.0,7.0,15,13,1.5079662000000003,0.9250832,True,True,False,False,True
2425,2024-09-28,Brentford,West Ham,D,draw,home_win,0.5974244,0.5974244,0.21289825,0.18967739,1.5469409,7.0,7.0,6,4,-0.6631752,-1.1591106,True,False,False,False,True
2425,2024-09-29,Man United,Tottenham,A,away_win,home_win,0.44099894,0.44099894,0.19655554,0.36244547,1.0148813,8.0,8.0,7,7,0.5034357999999997,1.0126421999999997,True,True,False,False,True
2425,2024-10-05,Everton,Newcastle,D,draw,home_win,0.4480367,0.4480367,0.18283758,0.36912572,1.6991571,7.0,7.0,4,8,-0.8395805999999999,-0.542014,True,False,False,False,True
2425,2024-10-06,Aston Villa,Man United,D,draw,home_win,0.6986419,0.6986419,0.14711422,0.1542439,1.916546,7.0,7.0,10,4,0.9501228000000002,-0.7826537999999996,True,False,False,False,True
2425,2024-10-06,Chelsea,Nott'm Forest,D,draw,home_win,0.64111453,0.64111453,0.23646887,0.12241663,1.4419388,8.0,8.0,13,8,1.1229322,0.3042498,True,True,True,False,True
2425,2024-10-19,Southampton,Leicester,A,away_win,home_win,0.55631834,0.55631834,0.20313951,0.24054213,1.42486,14.0,14.0,1,5,-1.0716303999999999,-1.9725894,True,False,True,False,True
2425,2024-10-19,Newcastle,Brighton,A,away_win,home_win,0.45116097,0.45116097,0.23923685,0.30960217,1.1724671,14.0,13.0,8,6,-0.1939088,-0.18752459999999993,True,False,False,False,True
2425,2024-10-19,Fulham,Aston Villa,A,away_win,home_win,0.5746347,0.5746347,0.29402727,0.13133806,2.0299807,14.0,13.0,8,11,1.4023984,0.9864472000000002,True,False,False,False,True
2425,2024-10-19,Ipswich,Everton,A,away_win,home_win,0.43629676,0.43629676,0.26165244,0.3020508,1.1971601,14.0,14.0,4,5,-1.0557598,-0.6667216000000002,True,False,True,False,True
2425,2024-10-26,Brighton,Wolves,D,draw,home_win,0.6004366,0.6004366,0.15610585,0.24345748,1.857221,7.0,6.0,8,0,-0.11915859999999978,-1.4557594,True,False,False,False,True
2425,2024-10-27,Arsenal,Liverpool,D,draw,home_win,0.5641336,0.5641336,0.25388852,0.18197788,1.37086,8.0,7.0,10,12,1.0213528000000003,1.0533424,True,True,False,False,True
2425,2024-11-02,Wolves,Crystal Palace,D,draw,home_win,0.40903,0.40903,0.24649373,0.34447625,1.4004188,7.0,6.0,1,4,-1.5335574000000003,-0.6444893999999999,True,False,False,False,True
2425,2024-11-02,Ipswich,Leicester,D,draw,home_win,0.50972474,0.50972474,0.24963987,0.24063544,1.387736,7.0,8.0,2,7,-1.3270140000000001,-1.7081026,True,False,True,False,True
2425,2024-11-09,West Ham,Everton,D,draw,home_win,0.4647056,0.4647056,0.26591074,0.26938364,1.3245946,7.0,7.0,7,8,0.25708299999999973,-0.008643200000000073,True,False,False,False,True
2425,2024-11-10,Nott'm Forest,Newcastle,A,away_win,home_win,0.3996429,0.3996429,0.2341323,0.36622477,1.004508,8.0,8.0,10,5,0.7096875999999999,0.30158719999999994,True,False,True,False,True
2425,2024-11-10,Tottenham,Ipswich,A,away_win,home_win,0.6859728,0.6859728,0.20584844,0.108178705,2.2239707,7.0,8.0,9,2,0.8318849999999998,-1.2768699999999997,True,True,True,False,True
2425,2024-11-10,Chelsea,Arsenal,D,draw,home_win,0.52507406,0.52507406,0.15474679,0.3201792,1.8659651,7.0,8.0,8,7,0.22040399999999982,1.2073318,True,True,False,False,True
2425,2024-11-23,Fulham,Wolves,A,away_win,home_win,0.6376343,0.6376343,0.18984541,0.1725203,1.7572404,14.0,14.0,7,5,0.8361508000000002,-1.0648525999999998,True,False,False,False,True
2425,2024-11-23,Man City,Tottenham,A,away_win,home_win,0.5502,0.5502,0.13225597,0.31754407,1.1471387,14.0,13.0,9,6,0.3282607999999998,-0.21601880000000007,True,True,False,False,True
2425,2024-11-23,Aston Villa,Crystal Palace,D,draw,home_win,0.37084395,0.37084395,0.32858828,0.30056778,1.1129497,14.0,14.0,5,4,-0.018755799999999878,-0.3699574000000001,True,False,False,False,True
2425,2024-11-23,Leicester,Chelsea,A,away_win,home_win,0.45669466,0.45669466,0.23070359,0.3126017,1.1628255,13.0,13.0,7,6,-0.4313454000000003,-0.41381599999999996,True,False,True,False,True
2425,2024-11-23,Bournemouth,Brighton,A,away_win,home_win,0.45929924,0.45929924,0.21431555,0.32638517,1.1196771,14.0,14.0,7,10,0.37197000000000013,0.0993139999999999,True,False,False,False,True
2425,2024-11-25,Newcastle,West Ham,A,away_win,home_win,0.48945358,0.48945358,0.24121448,0.26933187,1.311811,15.0,16.0,7,7,0.42403519999999983,0.2069474,True,False,False,False,True
2425,2024-11-29,Brighton,Southampton,D,draw,home_win,0.6115706,0.6115706,0.16655025,0.22187918,1.7924582,6.0,5.0,10,3,-0.21275800000000022,-1.2434923999999996,True,False,True,False,True
2425,2024-11-30,Wolves,Bournemouth,A,away_win,home_win,0.45833293,0.45833293,0.21927169,0.32239538,1.1319766,7.0,7.0,8,7,-0.2527029999999999,0.30065260000000005,True,False,False,False,True
2425,2024-11-30,West Ham,Arsenal,A,away_win,home_win,0.37655637,0.37655637,0.320689,0.30275464,1.1948326,5.0,7.0,7,5,-0.5459278000000001,0.06397039999999987,True,False,False,False,True
2425,2024-12-03,Ipswich,Crystal Palace,A,away_win,home_win,0.4683816,0.4683816,0.18662569,0.34499264,1.0642322,3.0,3.0,5,6,-0.7188198000000003,0.30191239999999997,True,False,True,False,True
2425,2024-12-07,Crystal Palace,Man City,D,draw,home_win,0.45981467,0.45981467,0.19964156,0.3405438,1.6112317,4.0,3.0,6,3,0.5465325999999997,-0.41318199999999994,True,False,False,False,True
2425,2024-12-07,Man United,Nott'm Forest,A,away_win,home_win,0.47086447,0.47086447,0.33497378,0.19416176,1.6390637,3.0,3.0,8,6,-0.1329041999999998,-0.16523739999999987,True,True,True,False,True
2425,2024-12-08,Tottenham,Chelsea,A,away_win,home_win,0.5334246,0.5334246,0.1848949,0.28168046,1.266982,3.0,4.0,7,11,-0.5785252000000001,1.035176,True,True,False,False,True
2425,2024-12-08,Fulham,Arsenal,D,draw,home_win,0.43526912,0.43526912,0.17977354,0.3849574,1.7160573,3.0,4.0,10,10,0.09822819999999988,1.5006322,True,False,False,False,True
2425,2024-12-14,Arsenal,Everton,D,draw,home_win,0.78238475,0.78238475,0.15398286,0.06363243,1.870914,6.0,10.0,11,5,1.9467766000000002,0.17923259999999996,True,True,False,False,True
2425,2024-12-14,Liverpool,Fulham,D,draw,home_win,0.70312303,0.70312303,0.17986593,0.11701103,1.7155435,10.0,6.0,13,8,1.4248790000000002,-0.4964219999999999,True,True,False,False,True
2425,2024-12-14,Wolves,Ipswich,A,away_win,home_win,0.52369183,0.52369183,0.24001187,0.23629627,1.4426689,5.0,6.0,6,4,-0.36894079999999985,-0.6518042,True,False,True,False,True
2425,2024-12-15,Brighton,Crystal Palace,A,away_win,home_win,0.41403037,0.41403037,0.20942095,0.37654874,0.9767078,7.0,8.0,8,6,0.13038740000000004,0.2729026000000001,True,False,False,False,True
2425,2024-12-16,Bournemouth,West Ham,D,draw,home_win,0.8333693,0.8333693,0.09583445,0.07079624,2.345133,8.0,7.0,9,7,1.6798504,-0.6484537999999997,True,False,False,False,True
2425,2024-12-21,West Ham,Brighton,D,draw,home_win,0.574242,0.574242,0.15528774,0.2704703,1.8624755,5.0,6.0,7,5,-0.7460271999999999,-0.25976660000000007,True,False,False,False,True
2425,2024-12-21,Brentford,Nott'm Forest,A,away_win,home_win,0.51076835,0.51076835,0.19995664,0.28927496,1.2403777,6.0,7.0,7,9,-0.43360699999999985,-0.2550532000000001,True,False,True,False,True
2425,2024-12-22,Fulham,Southampton,D,draw,home_win,0.6020445,0.6020445,0.27912462,0.11883084,1.2760969,8.0,7.0,6,1,-0.7171660000000001,-2.2507118000000004,True,False,True,False,True
2425,2024-12-22,Leicester,Wolves,A,away_win,home_win,0.3511693,0.3511693,0.3069116,0.3419191,1.0731812,8.0,8.0,4,3,-1.3443498,-0.4921679999999997,True,False,True,False,True
2425,2024-12-22,Tottenham,Liverpool,A,away_win,home_win,0.42103216,0.42103216,0.16961841,0.40934944,0.8931861,7.0,8.0,7,11,0.24633480000000008,1.4280970000000004,True,True,False,False,True
2425,2024-12-26,Chelsea,Fulham,A,away_win,home_win,0.72810704,0.72810704,0.14091992,0.13097303,2.032764,4.0,4.0,13,7,1.1386474,-0.3982878000000001,True,True,False,False,True
2425,2024-12-26,Bournemouth,Crystal Palace,D,draw,home_win,0.67699116,0.67699116,0.16355208,0.15945676,1.8106239,4.0,5.0,13,8,1.3127604,0.6642886000000001,True,False,False,False,True
2425,2024-12-29,Tottenham,Wolves,D,draw,home_win,0.48071238,0.48071238,0.2932934,0.22599417,1.2265818,3.0,3.0,3,6,-0.7188471999999999,-0.011098599999999958,True,True,False,False,True
2425,2024-12-29,Everton,Nott'm Forest,A,away_win,home_win,0.4735647,0.4735647,0.3003888,0.22604644,1.4870148,3.0,3.0,6,12,-0.7662979999999999,-0.17656959999999988,True,False,True,False,True
2425,2024-12-30,Aston Villa,Brighton,D,draw,home_win,0.40845704,0.40845704,0.33330053,0.25824246,1.0987107,4.0,3.0,9,3,0.1350806,-0.2128353999999999,True,False,False,False,True
2425,2025-01-04,Crystal Palace,Chelsea,D,draw,home_win,0.5020845,0.5020845,0.16901904,0.32889643,1.7777439,6.0,5.0,8,7,0.19955719999999988,0.11571799999999977,True,False,False,False,True
2425,2025-01-05,Liverpool,Man United,D,draw,home_win,0.8286359,0.8286359,0.10144981,0.06991432,2.288191,7.0,6.0,11,3,1.9952682,0.1949474,True,True,False,False,True
2425,2025-01-05,Fulham,Ipswich,D,draw,home_win,0.5024781,0.5024781,0.3057388,0.19178304,1.1850241,7.0,6.0,7,6,-0.5285794000000001,-1.1579254599999997,True,False,True,False,True
2425,2025-01-14,Brentford,Man City,D,draw,home_win,0.40206653,0.40206653,0.20974214,0.38819137,1.5618764,10.0,10.0,4,7,0.414072,-0.06416520000000014,True,False,False,False,True
2425,2025-01-16,Ipswich,Brighton,A,away_win,home_win,0.43029386,0.43029386,0.3186968,0.25100935,1.3822651,11.0,12.0,7,4,-1.0152894600000002,-0.43652020000000014,True,False,True,False,True
2425,2025-01-18,West Ham,Crystal Palace,A,away_win,home_win,0.4257857,0.4257857,0.24844939,0.32576492,1.1215793,4.0,3.0,7,8,-1.1075058000000002,-0.07769480000000017,True,False,False,False,True
2425,2025-01-18,Arsenal,Aston Villa,D,draw,home_win,0.79264116,0.79264116,0.1200862,0.0872726,2.1195455,3.0,3.0,13,10,1.35710646,0.17729400000000006,True,True,False,False,True
2425,2025-01-18,Newcastle,Bournemouth,A,away_win,home_win,0.8294712,0.8294712,0.098028675,0.072500095,2.6241674,3.0,4.0,15,9,1.6199296,0.3316066,True,False,False,False,True
2425,2025-01-19,Man United,Brighton,A,away_win,home_win,0.37905964,0.37905964,0.30014333,0.32079703,1.1369467,3.0,3.0,4,7,-0.13963059999999983,0.059130399999999916,True,True,False,False,True
2425,2025-01-25,Brighton,Everton,A,away_win,home_win,0.55167454,0.55167454,0.2508095,0.1975159,1.6219362,6.0,6.0,9,4,0.20694440000000003,-0.8372929999999998,True,False,False,False,True
2425,2025-01-26,Aston Villa,West Ham,D,draw,home_win,0.51788884,0.51788884,0.26841053,0.2137006,1.3152376,8.0,8.0,8,6,-0.10313999999999979,-1.3655314,True,False,False,False,True
2425,2025-01-26,Crystal Palace,Brentford,A,away_win,home_win,0.5276885,0.5276885,0.17118293,0.30112854,1.2002181,8.0,8.0,11,5,0.4930428,-0.005089400000000133,True,False,False,False,True
2425,2025-01-26,Tottenham,Leicester,A,away_win,home_win,0.49663663,0.49663663,0.19932352,0.30403978,1.1905967,7.0,8.0,1,0,-0.5413811999999998,-0.9606792,True,True,True,False,True
2425,2025-01-26,Fulham,Man United,A,away_win,home_win,0.60989976,0.60989976,0.20317064,0.18692957,1.6770234,8.0,7.0,8,4,0.8557500000000002,-0.4017326000000001,True,False,False,False,True
2425,2025-02-01,Newcastle,Fulham,A,away_win,home_win,0.56245303,0.56245303,0.18037571,0.2571712,1.3580133,7.0,6.0,12,5,0.7441079999999998,0.8828606000000001,True,False,False,False,True
2425,2025-02-01,Ipswich,Southampton,A,away_win,home_win,0.6961024,0.6961024,0.17630626,0.12759136,2.0589225,7.0,7.0,4,0,-1.1763818000000001,-2.4477450000000003,True,False,True,False,True
2425,2025-02-01,Bournemouth,Liverpool,A,away_win,home_win,0.5245603,0.5245603,0.25974923,0.2156905,1.5339108,7.0,7.0,11,11,1.0212804000000002,2.0974168,True,False,False,False,True
2425,2025-02-02,Brentford,Tottenham,A,away_win,home_win,0.66219014,0.66219014,0.10599208,0.23181781,1.4618036,7.0,7.0,7,1,0.2074599999999993,-0.5188332000000002,True,False,False,False,True
2425,2025-02-12,Everton,Liverpool,D,draw,home_win,0.47277027,0.47277027,0.17874755,0.34848216,1.7217808,11.0,11.0,9,11,0.39696240000000005,1.7551705999999998,True,False,False,False,True
2425,2025-02-15,Aston Villa,Ipswich,D,draw,home_win,0.55022144,0.55022144,0.23492755,0.21485099,1.4484781,14.0,14.0,8,1,-0.17682799999999976,-1.0007658000000001,True,False,True,False,True
2425,2025-02-22,Everton,Man United,D,draw,home_win,0.54485816,0.54485816,0.18747999,0.2676618,1.6740831,7.0,6.0,13,6,0.5573774,-0.19089859999999992,True,False,False,False,True
2425,2025-02-22,Arsenal,West Ham,A,away_win,home_win,0.68020654,0.68020654,0.13086846,0.18892504,1.666405,7.0,7.0,13,4,0.9189506,-0.8054821999999999,True,True,False,False,True
2425,2025-02-22,Bournemouth,Wolves,A,away_win,home_win,0.56486386,0.56486386,0.2718976,0.16323854,1.8125427,7.0,6.0,10,3,0.46943500000000027,-0.5337546000000002,True,False,False,False,True
2425,2025-02-22,Fulham,Crystal Palace,A,away_win,home_win,0.4420743,0.4420743,0.18826666,0.36965904,0.9951742,7.0,7.0,9,9,1.2417292,0.6223376,True,False,False,False,True
2425,2025-02-22,Ipswich,Tottenham,A,away_win,home_win,0.353726,0.353726,0.30578172,0.3404923,1.0773628,7.0,6.0,1,6,-1.2716170000000004,-0.5972648,True,False,True,False,True
2425,2025-02-23,Man City,Liverpool,A,away_win,home_win,0.68189496,0.68189496,0.14193717,0.17616786,1.736318,8.0,4.0,10,11,0.9153226000000001,0.8571046,True,True,False,False,True
2425,2025-02-26,Brentford,Everton,D,draw,home_win,0.41308948,0.41308948,0.19121578,0.39569467,1.6543528,5.0,4.0,9,11,0.20879760000000003,0.6083883999999999,True,False,False,False,True
2425,2025-02-26,Nott'm Forest,Arsenal,D,draw,home_win,0.55846685,0.55846685,0.18599606,0.25553706,1.6820298,3.0,4.0,6,10,-0.07280780000000009,0.6925227999999999,True,False,True,False,True
2425,2025-03-08,Brentford,Aston Villa,A,away_win,home_win,0.60027105,0.60027105,0.14468232,0.25504667,1.3663087,10.0,11.0,10,5,0.7793615999999999,-0.5102515999999997,True,False,False,False,True
2425,2025-03-09,Tottenham,Bournemouth,D,draw,home_win,0.45874935,0.45874935,0.20425484,0.3369958,1.5883869,11.0,12.0,9,6,-0.19466300000000003,-0.09525260000000024,True,True,False,False,True
2425,2025-03-10,West Ham,Newcastle,A,away_win,home_win,0.41397104,0.41397104,0.24412979,0.34189916,1.0732394,11.0,12.0,7,6,0.06892340000000008,0.008838000000000124,True,False,False,False,True
2425,2025-03-15,Man City,Brighton,D,draw,home_win,0.38803405,0.38803405,0.25579286,0.35617304,1.3633873,7.0,7.0,6,12,0.45426599999999995,1.0374567999999997,True,True,False,False,True
2425,2025-03-15,Everton,West Ham,D,draw,home_win,0.5344526,0.5344526,0.20514418,0.26040325,1.5840422,7.0,5.0,7,6,0.16271860000000005,-0.24643320000000002,True,False,False,False,True
2425,2025-03-16,Leicester,Man United,A,away_win,home_win,0.37906307,0.37906307,0.2453524,0.37558448,0.9792718,7.0,7.0,0,5,-1.7127518,-0.6208890000000002,True,False,True,False,True
2425,2025-04-02,Bournemouth,Ipswich,A,away_win,home_win,0.5749177,0.5749177,0.21127048,0.21381183,1.5426589,18.0,18.0,4,1,0.012486600000000125,-1.1296914,True,False,True,False,True
2425,2025-04-02,Brighton,Aston Villa,A,away_win,home_win,0.8263888,0.8263888,0.09838625,0.07522499,2.587272,18.0,25.0,13,8,1.7166916,-0.12679400000000007,True,False,False,False,True
2425,2025-04-05,Ipswich,Wolves,A,away_win,home_win,0.47671083,0.47671083,0.22421442,0.29907477,1.2070616,3.0,4.0,3,10,-0.7333301999999999,-0.19146759999999974,True,False,True,False,True
2425,2025-04-05,West Ham,Bournemouth,D,draw,home_win,0.35964832,0.35964832,0.29752803,0.34282365,1.2122469,4.0,3.0,7,1,0.04344540000000019,-0.09332579999999968,True,False,False,False,True
2425,2025-04-05,Everton,Arsenal,D,draw,home_win,0.36869356,0.36869356,0.31960928,0.31169713,1.140656,3.0,4.0,4,8,0.46438199999999985,0.5886516000000002,True,False,False,False,True
2425,2025-04-12,Brighton,Leicester,D,draw,home_win,0.6457543,0.6457543,0.13634212,0.21790361,1.9925879,7.0,5.0,7,0,0.4754894000000003,-1.5925117999999998,True,False,True,False,True
2425,2025-04-12,Arsenal,Brentford,D,draw,home_win,0.59937644,0.59937644,0.18561712,0.21500649,1.6840693,7.0,6.0,9,5,0.5543616000000001,-0.40858340000000015,True,True,False,False,True
2425,2025-04-13,Chelsea,Ipswich,D,draw,home_win,0.65897274,0.65897274,0.15982758,0.18119967,1.8336596,7.0,8.0,10,3,0.6812630000000001,-1.0340749999999999,True,True,True,False,True
2425,2025-04-19,Crystal Palace,Bournemouth,D,draw,home_win,0.48401767,0.48401767,0.16927902,0.3467033,1.7762069,3.0,5.0,7,5,-0.45700379999999985,0.7418056000000002,True,False,False,False,True
2425,2025-04-19,West Ham,Southampton,D,draw,home_win,0.43400034,0.43400034,0.24464612,0.32135352,1.4079425,6.0,7.0,2,1,-0.3711325999999999,-1.6884086,True,False,True,False,True
2425,2025-04-21,Tottenham,Nott'm Forest,A,away_win,home_win,0.5281519,0.5281519,0.20283388,0.2690142,1.312991,8.0,9.0,4,9,0.17182620000000015,-0.6580809999999999,True,True,True,False,True
2425,2025-04-23,Arsenal,Crystal Palace,D,draw,home_win,0.74081737,0.74081737,0.15130144,0.10788115,1.8884811,3.0,4.0,11,5,0.8486791999999999,-0.8234527999999999,True,True,False,False,True
2425,2025-04-26,Southampton,Fulham,A,away_win,home_win,0.41111928,0.41111928,0.23600872,0.352872,1.0416498,7.0,6.0,2,6,-0.8050004,-0.4277656000000001,True,False,True,False,True
2425,2025-04-27,Bournemouth,Man United,D,draw,home_win,0.38267398,0.38267398,0.2934462,0.32387978,1.2260609,8.0,7.0,5,4,0.6320945999999998,0.16691540000000016,True,False,False,False,True
2425,2025-05-01,Nott'm Forest,Brentford,A,away_win,home_win,0.36821765,0.36821765,0.31170928,0.32007307,1.1392059,10.0,12.0,9,8,-0.9830730000000002,0.05209679999999994,True,False,True,False,True
2425,2025-05-03,Everton,Ipswich,D,draw,home_win,0.6339762,0.6339762,0.13456436,0.2314594,2.0057127,7.0,7.0,4,4,-0.1453036000000001,-2.0868963999999997,True,False,True,False,True
2425,2025-05-03,Arsenal,Bournemouth,A,away_win,home_win,0.50390935,0.50390935,0.21783477,0.27825588,1.2792141,10.0,6.0,9,6,0.6500093999999998,0.28722060000000016,True,True,False,False,True
2425,2025-05-05,Crystal Palace,Nott'm Forest,D,draw,home_win,0.6025589,0.6025589,0.16185613,0.23558499,1.8210474,12.0,4.0,5,6,-0.7568120000000003,-1.3103357999999998,True,False,True,False,True
2425,2025-05-10,Fulham,Everton,A,away_win,home_win,0.38380563,0.38380563,0.330949,0.28524542,1.2544054,7.0,7.0,6,5,-0.08746639999999983,-0.11750060000000007,True,False,False,False,True
2425,2025-05-10,Wolves,Brighton,A,away_win,home_win,0.5952382,0.5952382,0.13213037,0.27263144,1.2996345,8.0,6.0,12,5,0.575234,-0.01387040000000006,True,False,False,False,True
2425,2025-05-11,Liverpool,Arsenal,D,draw,home_win,0.60304064,0.60304064,0.18277316,0.21418616,1.6995095,7.0,8.0,9,6,0.7684245999999999,0.6054453999999998,True,True,False,False,True
2425,2025-05-11,Nott'm Forest,Leicester,D,draw,home_win,0.4623875,0.4623875,0.33737606,0.20023642,1.086557,6.0,8.0,4,4,-1.3800784000000001,-1.9130027999999997,True,False,True,False,True
2425,2025-05-18,West Ham,Nott'm Forest,A,away_win,home_win,0.46307227,0.46307227,0.28135052,0.25557718,1.3642309,7.0,7.0,5,5,0.03938820000000032,-0.9389983999999999,True,False,True,False,True
2425,2025-05-18,Brentford,Fulham,A,away_win,home_win,0.6326596,0.6326596,0.21747588,0.14986446,1.898024,8.0,8.0,13,3,1.0883808,-0.17518840000000013,True,False,False,False,True
2425,2025-05-25,Newcastle,Everton,A,away_win,home_win,0.5720923,0.5720923,0.22260451,0.20530316,1.5832676,7.0,7.0,7,7,1.0533555999999997,0.09909319999999999,True,False,False,False,True
2425,2025-05-25,Tottenham,Brighton,A,away_win,home_win,0.4641283,0.4641283,0.259574,0.27629775,1.2862762,9.0,6.0,1,10,-0.960882,-0.5639054000000001,True,True,False,False,True
2425,2025-05-25,Liverpool,Crystal Palace,D,draw,home_win,0.67240363,0.67240363,0.1388427,0.18875363,1.9744136,6.0,5.0,7,9,1.1292646,1.0790465999999999,True,True,False,False,True
